danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse,danish_prompt_score,english_prompt_score,danish_language_prediction_on_english_steered,english_predicted_output_without_steering
.<|endoftext|>,"  'He was 93. His mother was 95. His brother, he called him, was 97. He was 97. He was 97. He was 97. And he was 97. And he was 97. And he was 97. Og han var 97. Og han var 9","Da Jered havde levet 162 År, avlede han Enok;","Jared lived one hundred sixty-two years, and became the father of Enoch.",15,5,122,0.01,1.0,0.0, Then he died. He was buried in the village of Ulaipur. He was buried in the village of Ulaipur. And then he was buried in the village of Ulaipur. And then he was buried in the village of Ulaipur. And then he was buried in the village of Ulaipur. And then he was buried in the village of Ulaipur.
" Den ældre mahalal'el blev begravet i et mahalal'eh i en dal i Himalaya, hvor hans søn,",".  Han døde i 1220, og det var i den samme periode, at alle mahalalel-dage var otte hundrede og ninety-fem år, så døde han.<|endoftext|>","Da Jered havde levet 162 År, avlede han Enok;","Jared lived one hundred sixty-two years, and became the father of Enoch.",15,5,122,1.0,0.0,1.0," I could not take my eyes off him, and I began to cry. I went to the temple and sat down on the steps and I prayed, and I prayed to my God that I would never see him again. I was so upset.  I have never seen him since. I have not seen him since. I have not seen him since he died.  Amy"
" thi da han blev 62 år gammel, gjorde han, hvad han pleiede.
Mislykkedes dette, fordi han ikke"," Enoch was the son of enoch ogden, der hvor det er muligt. Han var en mand af stor magt, og han blev kaldt en af de største i hele verden.  Enoch var en mand med stor magt, og han blev kaldt en af de største i hele verden. Enoch var en mand med stor magt, og han blev kaldt en af de største i hele verden.  En","og efter at Jered havde avlet Enok, levede han 800 År og avlede Sønner og Døtre;","Jared lived after he became the father of Enoch eight hundred years, and became the father of sons and daughters.",15,5,123,1.0,0.0,1.0,.<|endoftext|>
" der døde han 99 år gammel.
De efter min mening de mest troværdige kilder har været, den fra 1667 og","    The Lord has spoken til os i dag. ->  Lord, we have spoken to you today.    Det er så godt at se, at der er nogen, der går op i at passe på naturen. ->  It's nice to see that there are some people who care about nature.    Sådan blev det også i 1973. ->  It was","og efter at Jered havde avlet Enok, levede han 800 År og avlede Sønner og Døtre;","Jared lived after he became the father of Enoch eight hundred years, and became the father of sons and daughters.",15,5,123,1.0,0.0,1.0,                                                                                                                                                                    
" tildels endog paa det andet liv. Det er vel neppe nogen mand som er mere lærd end ham, men det var dog hans natur at se",.<|endoftext|>,"således blev Jereds fulde Levetid 962 År, og derpå døde han.","All the days of Jared were nine hundred sixty-two years, then he died.",15,5,124,1.0,0.76,0.01,"  Robert: What happened to enoch?  Aden: Enoch died in 1346, and the next year his son, Robert, became the father of Enoch the Elder.  Robert: What happened to Robert?  Aden: Robert died in 1348, and in 1349, Robert, the"
 alle disse sønner og døtre blev indavlede. Han blev da enke og døde. 4 Så døde sønnerne og døtrene:,"    For at videoproducere en film skal du have en professionel videoproducent. -> For at videoproducere en film skal du have en professionel videoproducent.    Du kan også se, om der er nogen i dit team, der er villige til at hjælpe dig. -> Du kan også se, om der er nogen i dit team,","således blev Jereds fulde Levetid 962 År, og derpå døde han.","All the days of Jared were nine hundred sixty-two years, then he died.",15,5,124,1.0,0.0,1.0,".  Bibliography.  Kirkpatrick, R. (2012) ""A Preliminary History of the Early Medieval Church in North America"", in R. Kirkpatrick (ed.), Early Medieval Churches of North America, vol. 2, pp. 1–29. University of Utah Press.<|endoftext|>"
.<|endoftext|>,"    Det er det, der gør den til en rigtig god oplevelse. ->  This is what makes it a great experience.    Hvilket de fleste nok vil kunne genkende. ->  Which most people will probably recognise.    Vi skal være bedre til at give feedback. ->  We have to be better at giving feedback.    En stor del af de 1600","Da Enok havde levet 65 År, avlede han Metusalem,","Enoch lived sixty-five years, and became the father of Methuselah.",15,5,125,0.01,0.0,1.0,"  ""You are not a jared,"" he said. ""You are a jared. And you will be dead in a year.""  ""It's not the time yet,"" I said. ""I've got to go. I'll see you later.""  ""You're a jared,"" he said again. ""And you're a jared. And you're"
" - Omtrent samtidig blev en anden krigshelt født, jakob-broder. 1637 blev han gift med jemal","    14. dansk: Det var de første, der kom.  engelsk: They were the first ones to come.    15. dansk: Det er der mange, der har sagt.  engelsk: Many have said that.    16. dansk: Der er nemlig en grund til, at han er så populær.  engelsk: There's a reason why he's","Da Enok havde levet 65 År, avlede han Metusalem,","Enoch lived sixty-five years, and became the father of Methuselah.",15,5,125,1.0,0.0,1.0,"    11. Dansk: Et andet spørgsmål, der er kommet op, er, hvordan man får de penge tilbage.  Engelsk: Another question that has come up is how to get the money back.    12. Dansk: For eksempel, hvis du bruger et billede, der er taget på en solopgang, så vil din skærm se ud som følger:  Engelsk: For example,"
" en mand, de kaldte guder, og han var den første som forrådte kongen."" på norsk:
Dersom enok hadde levd","    3. 2009 – Et nyt liv på jorden. -> 2009 – A new life on Earth.    4. Et andet vigtigt emne, der blev diskuteret i dag, er de unge, der er vokset op i en familie, hvor man har et nært forhold til sin far. -> Another important topic that was discussed today is the young people who grew up","og Enok vandrede med Gud; og efter at han havde avlet Metusalem, levede han 300 År og avlede Sønner og Døtre;","Enoch walked with God after he became the father of Methuselah three hundred years, and became the father of sons and daughters.",15,5,126,0.02,0.0,1.0,"  When we first met, I was twenty-three years old. We were in a hotel in New York City. I was sitting on the bed, waiting for my mother to wake up, when she saw me. I knew she was not alone, for she had a man with her. She was twenty-five.  ""Oh, my God!"" she cried. ""You are so handsome.""  "
", så han kunne være med til at dele den med de efterkommere, der skulle efterfølge ham.<|endoftext|>","  The first generation of the Jews, led afresh afresh afresh afresh afresh afresh afresh afresh afresh afresh afresh afresh afresh afresh afresh afresh afresh afresh afresh afresh afresh afresh afresh afresh afresh afresh afresh afresh afresh afresh afresh afresh afresh afresh afresh afresh af","og Enok vandrede med Gud; og efter at han havde avlet Metusalem, levede han 300 År og avlede Sønner og Døtre;","Enoch walked with God after he became the father of Methuselah three hundred years, and became the father of sons and daughters.",15,5,126,1.0,0.0,1.0," He was the first to be honoured by the United States government with the rank of colonel.    ""This is a remarkable achievement. It is a tribute to the first man in the history of the United States who made it possible for women to become soldiers,"" the president said.    Asked about the possibility of a second son, the president said: ""I don't know what I"
" og ved den tid forhevede Guds ånd sig i hans ånd, og han gjorde sin tjener Esel til en kong, idet han lod en konge",.<|endoftext|>,således blev Enoks fulde Levetid 365 År;,All the days of Enoch were three hundred sixty-five years.,15,5,127,1.0,0.76,0.01,"  Shawn: Was he successful?  Elenor: He was also the father of Shulchan Arukh, the founder of the Jewish religion, and the father of the Jews who became the first Christians.  Shawn: What other things did you find interesting?  Elenor: He was also the father of the Jewish"
" han døde den 9 oktober 700 år gammel og blev efterladt på den jord, hvor hans hus er bygget; alle, som boede","  10. dansk: De vil ikke have, at jeg skal komme og tage dem fra dem.  engelsk: They don't want me to come and take them away.  11. dansk: Men hvad er det for en historie, de vil fortælle?  engelsk: What is the story they will tell?  12. dansk:",således blev Enoks fulde Levetid 365 År;,All the days of Enoch were three hundred sixty-five years.,15,5,127,1.0,0.0,1.0,"  In 1984, the Bible said that there were 135,000 people living in the United States. It said that in the United States, there were 135,000 people who were born in the 1700s. The Bible says that there are 135,0"
" dvs., at livet i det ydre rum har sit maksimum på den nultolerance for liv som det indre rum kan overkomme.
Eks",".  'Mennesket, som Gud skabte, blev skabt på seks dage, og han skabte mennesket på syv dage.<|endoftext|>","og Enok vandrede med Gud, og han var ikke mere, thi Gud tog ham.","Enoch walked with God, and he was not, for God took him.",15,5,128,1.0,0.0,1.0,"  ""I'm sorry,"" said my mother, ""but I have to go.""  ""Oh,"" said my father, ""you're the one who's sorry.""  ""It's all right,"" said my mother. ""It's all right. I'll come back in a little while.""  And she went, and I went back to the house and sat down in the library.  "
; og så er et menneske i løbet af denne periode kun gået 24 uger.<|endoftext|>," ->  Alle dage i enoks levetid var tre hundrede og halvtreds fem.    4. The 128-bit version of Outlook 2010 erases all data, including all data i.e. e-mails, kalendere, kalenderobjekter, kontakter, og så videre. ->  Den 128-bit version af Outlook 2010 sletter alle data,","og Enok vandrede med Gud, og han var ikke mere, thi Gud tog ham.","Enoch walked with God, and he was not, for God took him.",15,5,128,1.0,0.0,1.0, The years of enoch were thirty-one hundred and seven days. The years of enoch were thirty-one hundred and seven days. The years of enoch were thirty-one hundred and seven days. The years of enoch were thirty-one hundred and seven days. The years of enoch were thirty-one hundred and seven days. The years of enoch were thirty-one hundred and seven days. The years
". da han havde sagt, det som han havde sagt. så han måtte forlade sit hjem.<|endoftext|>"," ->  Han var ikke Gud, for Gud tog ham ikke.  2. The hotel is close to a metro station. ->  Ejendommen ligger inden for 10 minutters gang til centrum af Firenze.  3. The hotel is set 10 minutters gåtur fra Sagrada Familia. ->  Hotellet ligger 10 minutters gåtur fra Sagrada Familia.  4. It is recommended,","Da Metusalem havde levet 187 År, avlede han Lemek;","Methuselah lived one hundred eighty-seven years, and became the father of Lamech.",15,5,129,1.0,0.0,1.0,"  22.11 Og det er ikke så underlig, at folk er urolige, når de har en sygdom. ->  22.11 It's no wonder people are anxious when they have a disease.  Hver dag er der nye ting, der sker i vores liv, og nogle af dem er helt nye for os. ->  Every day there are new things that are happening in our"
"

This is the one thing that it is good for. ->
Det er den ene ting, det er godt for.

The company","  7. Jeg elsker ham højt, og jeg har elsket ham længe. ->  I love him very much, and I have loved him for a long time.  8. Det er en helt anden form for humor. ->  This is a totally different kind of humor.  9. Det er ikke kun i dag, at det er vigtigt at arbejde på sin hukommelse. ->  It is not only today,","Da Metusalem havde levet 187 År, avlede han Lemek;","Methuselah lived one hundred eighty-seven years, and became the father of Lamech.",15,5,129,0.0,0.0,1.0,.<|endoftext|>
" hans søn Amos avlede aronitt; hans søn Amos avlede levis.
Dersom 6000 år ble ført",                                                                                                                                                            ,"og efter at Metusalem havde avlet Lemek, levede han 782 År og avlede Sønner og Døtre;","Methuselah lived after he became the father of Lamech seven hundred eighty-two years, and became the father of sons and daughters.",15,5,130,0.0,0.0,0.0,"   Hear me, I am the first of the prophets, and the last of the disciples. 18 And I have come to you from the LORD. 19 For I am the LORD, the God of Israel, the God of Judah, and the God of Jerusalem, the God of the people, and the God of the people of the"
" 188 år senere vendte han tilbage som en stor konge, og ved sin død så den gamle mand i sin fulde forstand. Men hans efter","    11. I vil gerne give udtryk for min taknemmelighed til alle, der hjalp mig med at udføre disse opgaver. ->  I want to express my gratitude to everyone who helped me with these tasks.    12. I modsætning til andre former for kræft, er der ikke nogen specifik behandling for den. ->  Unlike other forms of cancer, there is","og efter at Metusalem havde avlet Lemek, levede han 782 År og avlede Sønner og Døtre;","Methuselah lived after he became the father of Lamech seven hundred eighty-two years, and became the father of sons and daughters.",15,5,130,1.0,0.0,1.0,.     The man who invented the wheel.  Maliyah: I'm pretty sure the wheel was invented by a man named Ezra. I'm sure it wasn't invented by a woman named Ezra.<|endoftext|>
" de voksede op og lærte at være mænd.
The man, having arisen after Bethsemel, lived 782 years, having",.<|endoftext|>,"således blev Metusalems fulde Levetid 969 År, og derpå døde han.","All the days of Methuselah were nine hundred sixty-nine years, then he died.",15,5,131,1.0,0.76,0.01,"    Lamech's mother died when he was eight months old. The baby was a boy named Gedi.    He was born in the year of the Lamech, and he had a heart that beat very fast.    His father died when he was seven months old. The baby was a boy named Shal"
" fra ham og efterkommerne var der 10.408 navne i Talmud.

Engelsk: It does not know how","  dansk: 20:20 Men der er en Konge, som skal dømme mellem Fader og Søn, og en Konge, som skal dømme mellem Fader og Datter.    dansk: Det er ikke alle, der synes om at blive taget for en, man ikke er.  dansk: Det er ikke alle, der bryder sig","således blev Metusalems fulde Levetid 969 År, og derpå døde han.","All the days of Methuselah were nine hundred sixty-nine years, then he died.",15,5,131,1.0,0.0,1.0,.<|endoftext|>
.<|endoftext|>,"  Men han var en rigtig mand. ->  He was a real man.  Det var en stor fornøjelse at besøge dem alle. ->  It was a great pleasure at besøg dem alle.  For det første er de meget dyrere end andre produkter. ->  First, they are much more expensive than other products.  Det er her, vi kommer ind i billedet. ->  That'","Da Lemek havde levet 182 År, avlede han en Søn,","Lamech lived one hundred eighty-two years, and became the father of a son,",15,5,132,0.01,0.0,1.0,. And all the days of methuselah he was one hundred and nine sixty-nine years.<|endoftext|>
.<|endoftext|>,".  Det er på disse ni hundrede og nineti-nine år, at han døde.<|endoftext|>","Da Lemek havde levet 182 År, avlede han en Søn,","Lamech lived one hundred eighty-two years, and became the father of a son,",15,5,132,0.01,0.0,1.0," But he was the greatest of all Israel's kings, and the greatest of all Israel's kings.  43:16-17 And he said to the man, ""I am your father, my mother, my brother, my sister, my father's son."" 43:18 ""My father is my mother,"" he said. ""My mother is"
 og han døde 91 år gammel. Derpå blev hans far og hans søster viet og blev viet til præsten i landsbyen. Han havde ingen," and a daughter, and a granddaughter, and a great-granddaughter, and a great-great-great-great-great-great-great-great-great-great-great-great-great-great-great-great-great-great-great-great-great-great-great-great-great-great-great-great-great-great-","som han gav Navnet Noa, idet, han sagde: ""Han skal skaffe os. Trøst i vort møjefulde Arbejde med Jorden, som HERREN har forbandet.""","and he named him Noah, saying, ""This same will comfort us in our work and in the toil of our hands, because of the ground which Yahweh has cursed.""",15,5,133,1.0,1.0,0.0," whom he named Belshazzar.  The son was a great warrior, and when he came to the kingdom of Marduk, he was well armed and strong, and the king of Marduk called him Belshazzar.  But the king of Marduk had no other son, and Belshazzar had to go into the city and fight for Marduk."
" med navnet Laurits Hansen. 1834 fik han sønnen Laurits Rasmussen Hansen, med navnet Jacob Rasmussen Hansen. 1837"," who would go on to become a great architect and engineer, a leading figure in the development of the civilized world, and, in the 1970'erne, a key player in the globalization of the Middle East, fracturing the old, ødelagte, ødelagte samfund.    Det er i hvert fald hvad den amerikanske arkitekt, Edward Elmer, sagde, da","som han gav Navnet Noa, idet, han sagde: ""Han skal skaffe os. Trøst i vort møjefulde Arbejde med Jorden, som HERREN har forbandet.""","and he named him Noah, saying, ""This same will comfort us in our work and in the toil of our hands, because of the ground which Yahweh has cursed.""",15,5,133,0.26,1.0,0.0, the son of the first wife of the son of the second wife of the third wife of the fourth wife of the fifth wife of the sixth wife of the seventh wife of the eighth wife of the ninth wife of the tenth wife of the eleventh wife of the twelfth wife of the thirteenth wife of the fourteenth wife of the fifteenth wife of the sixteenth wife of the seven
" 2. Da sagde Noa til sig seiv: ""Nu må jeg gøre et tegn, som jeg har set andre gjøre: Jeg vil bringe en","""<|endoftext|>","Og efter at Lemek havde avlet Noa, levede han 595 År og avlede Sønner og Døtre;","Lamech lived after he became the father of Noah five hundred ninety-five years, and became the father of sons and daughters.",15,5,134,0.97,0.76,0.01,"  26:18-19 The Jews saw him in the midst of the land, and they said, ""How did this man make his mark on the ground? And how did he mark the place where the Lord had cursed him?"" 26:20 The people said,"
" (9:14) - Det er et nyt testamente, der viser en stærk vilje, som også er i stand til at udrette noget stort","""<|endoftext|>","Og efter at Lemek havde avlet Noa, levede han 595 År og avlede Sønner og Døtre;","Lamech lived after he became the father of Noah five hundred ninety-five years, and became the father of sons and daughters.",15,5,134,1.0,0.76,0.01,                                                                                                                          
" den nu afdøde A. P. W. R. fik paa samme tid ret til at avlægge en sølvmedalje.
1.1",    dansk: Vi har samlet de vigtigste fakta om vores hjemmeside.  dansk: Vi har samlet de vigtigste fakta om vores hjemmeside.    dansk: I 1992 blev der vedtaget en resolution om det internationale samarbejde om uddannelse og erhvervsuddannelse.  dansk: I 1992 vedtoges en resolution om det internationale samarbejde,"således blev Lemeks fulde Levetid 777 År, og derpå døde han.","All the days of Lamech were seven hundred seventy-seven years, then he died.",15,5,135,1.0,0.0,1.0,"    16. Det er en god idé at se, hvad din læge kan fortælle dig. -> It's a good idea to see what your doctor can tell you.    17. I en alder af 35 år, kan du ikke være i stand til at tage en beslutning. -> At the age of 35"
" men hans datter, Rukina, blev 563 aar gammel og hadde efter sine barns død en sønner og 10 døtre og",". -> engelsk  Sønnerne af Noah var alle lamech, og Noahs sønner var alle sønner af Noas sønner, og Noahs døtre var alle døtre af Noas døtre. -> dansk<|endoftext|>","således blev Lemeks fulde Levetid 777 År, og derpå døde han.","All the days of Lamech were seven hundred seventy-seven years, then he died.",15,5,135,1.0,0.0,1.0,".  da ->  Og det er meget mere end de 38 dage, som Noah boede efter han blev far til Noah 5505 år, og blev far til sønner og døtre.<|endoftext|>"
".
Vorherre bevares<|endoftext|>",".  Havde det været 200 dage, så havde vi været blevet 200 år.<|endoftext|>","Da Noa var 500 År gammel, avlede han Sem, Kam og Jafet.","Noah was five hundred years old, and Noah became the father of Shem, Ham, and Japheth.",15,5,136,0.0,0.0,1.0,.<|endoftext|>
" Den 2. oktober 1314 måtte han dø, fordi hans hustru, Anna af Holstein, ikke ville have, at han døde",.<|endoftext|>,"Da Noa var 500 År gammel, avlede han Sem, Kam og Jafet.","Noah was five hundred years old, and Noah became the father of Shem, Ham, and Japheth.",15,5,136,1.0,0.76,0.01," It was a good thing that he didn't die. He'd be dead and gone forever.  ""And the one thing that you can't understand is why I don't understand the whole story. The whole story of the world. And the whole story of what happened to me. It's all there. I can't explain it.""  ""It's not"
.<|endoftext|>,.<|endoftext|>,"Da nu Menneskene begyndte at blive talrige på Jorden og der fødtes dem Døtre,","It happened, when men began to multiply on the surface of the ground, and daughters were born to them,",15,5,137,0.01,0.76,0.01,"  Seth: Are there any other interesting aspects about this article?  Matts: The Bible says that Noah was not the first human being to live, but that he was the first human being to be born.  Seth: Was he the first human being to be born?  Matts: However, the Bible does not mention the birth of Noah.  "
.<|endoftext|>,"  Svaret er ja. ->  The answer is yes.  ""Men der var nogen, der havde set det, og de ville gerne vide det. ->  ""There was somebody who had seen it, and they wanted to know.  Hele denne historie er en historie om, at han er en mand. ->  This whole story is a story of him","Da nu Menneskene begyndte at blive talrige på Jorden og der fødtes dem Døtre,","It happened, when men began to multiply on the surface of the ground, and daughters were born to them,",15,5,137,0.01,0.0,1.0,                                                                                                                                                      
" som tog deres fars navn; der var ikke mere nogen faderløs søn (Galaterne 3,6--7). - Det vides ikke",", and they all grew up in the same house, and they were all brothers, and they were all children, and they all grew up in the same house, and they were all brothers, and they were all children.<|endoftext|>","fik Gudssønnerne Øje på Menneskedøtrenes Skønhed, og de tog: så mange af dem, som de lystede, til Hustruer.","that God's sons saw that men's daughters were beautiful, and they took for themselves wives of all that they chose.",15,5,138,1.0,1.0,0.0," and young men became wives to the old ones, and women became mothers, and children were born to them, and old women became mothers, and young women became wives to the old women. And so, until a woman's body was the same as a man's, there was no need to make a distinction between the sexes. The new body, then, became the"
" som kunne forsørge mange. 14 Men da kong Agrippa kom, stod han heroppe og ventede, efter at hans hær, som",", and it was not long before the whole world was formed.  Dette var, da mænd begyndte at blive udbredt på jordens overflade, og døtre blev født til dem, og det var ikke længe, før hele verden blev dannet.<|endoftext|>","fik Gudssønnerne Øje på Menneskedøtrenes Skønhed, og de tog: så mange af dem, som de lystede, til Hustruer.","that God's sons saw that men's daughters were beautiful, and they took for themselves wives of all that they chose.",15,5,138,1.0,0.0,1.0,", which were not even the wives of men, but daughters of women, and sons of women.<|endoftext|>"
"
Then the princes became aware of the beauty of the dead but they did not have enough to cover it with earth so that those which they desired",                                                                                                                                                    ,"Da sagde HERREN: ""Min Ånd: skal ikke for evigt blive i Menneskene, eftersom de jo dog er Kød; deres Dage skal være 120 År.""","Yahweh said, ""My Spirit will not strive with man forever, because he also is flesh; yet will his days be one hundred twenty years.""",15,5,139,0.0,0.0,0.0,  The daughters of the sons of the gods were beautiful.  The sons of the gods were beautiful.  And the daughters of the sons of the gods were beautiful.  The sons of the gods were beautiful.  And the daughters of the sons of the gods were beautiful.  And the sons of the gods were beautiful.  And the daughters of the sons of
" ->
Da blev mændenes øjne rettet bort fra døtrene, og de tok til hustru så mange av dem de lot sig friste til."," 31Så kom der en mand til et sted, hvor der var meget vand, og han så, at der var meget vand på jorden, og han sagde til de andre mænd, at han ikke måtte komme ind, men at han måtte komme ud igen, når han havde vandet nok. 32Da han kom ud, så han, at der var vand","Da sagde HERREN: ""Min Ånd: skal ikke for evigt blive i Menneskene, eftersom de jo dog er Kød; deres Dage skal være 120 År.""","Yahweh said, ""My Spirit will not strive with man forever, because he also is flesh; yet will his days be one hundred twenty years.""",15,5,139,1.0,0.0,1.0,"    A:    There are many ways to see that the women of Egypt were beautiful.  The word beautiful is often used to describe a woman who is beautiful in a physical sense, like a beautiful face, hair, eyes, or skin. The word beautiful is not used to describe a woman who is beautiful in a psychological sense, like a beautiful personality."
 Og det var som i Noaks tid; folket holdt sig til de ældste; og de gamle holdt sig til den ældste og de unge til de u,"""  engelsk<|endoftext|>","I hine Dage, da Gudssønnerne gik ind til Menneskedøtrene og disse fødte dem Børn men også senere hen i Tiden - levede Kæmperne på Jorden. Det er Heltene, hvis Ry når tilbage til Fortids Dage.","The Nephilim were in the earth in those days, and also after that, when God's sons came in to men's daughters. They bore children to them. Those were the mighty men who were of old, men of renown.",15,5,140,1.0,0.0,0.83,"  6Then the Lord said to Moses, ""Let me have one thousand cubits of bread for you.""  7So Moses took bread out of his hand, and put it in his mouth, and ate it.  8And the Lord said to Moses, ""This is my testimony against you, which I have sent to you"
" Det var en vis en; men hans aande vendte om og blev til kød.
Abraham bad da Herren om å få leve, men","""  Jesu disciple svarede: ""Min ånd vil ikke længes efter mennesket evigt, fordi han også er kød; men hans dage skal være hundrede og tyve år.""<|endoftext|>","I hine Dage, da Gudssønnerne gik ind til Menneskedøtrene og disse fødte dem Børn men også senere hen i Tiden - levede Kæmperne på Jorden. Det er Heltene, hvis Ry når tilbage til Fortids Dage.","The Nephilim were in the earth in those days, and also after that, when God's sons came in to men's daughters. They bore children to them. Those were the mighty men who were of old, men of renown.",15,5,140,1.0,0.0,1.0,"  23. The Lord says, ""The kingdom of God will come to the land of Egypt, and the land of Israel shall be called the land of Israel. 24. And the land of Israel shall be a land of fertility, and the land of Egypt a land of great abundance. 25. And"
" så jeg vil foreslå at man ikke har helten med, men tvært imod, så han giver jer nogle fine oplysninger om denne tid og tiden før",.  engelsk<|endoftext|>,"Men HERREN så, at Menneskenes, Ondskab tog til på Jorden, og at deres Hjerters Higen og Tragten kun var ond Dagen lang.","Yahweh saw that the wickedness of man was great in the earth, and that every imagination of the thoughts of his heart was only evil continually.",15,5,141,0.99,0.0,0.0,"  And the children of Israel, they were the sons of Zerubbabel, king of the Babylonians, and of Jezreel, king of the Amorites, and of Nebuchadnezzar,"
" det er alle, når de engang har oplevet at se deres egen far i aktion. gudssønnerne skulle ikke være med til at udbrede deres"," ogh, ogh, ogh, ogh, ogh, ogh, ogh, ogh, ogh, ogh, ogh, ogh, ogh, ogh, ogh, ogh,","Men HERREN så, at Menneskenes, Ondskab tog til på Jorden, og at deres Hjerters Higen og Tragten kun var ond Dagen lang.","Yahweh saw that the wickedness of man was great in the earth, and that every imagination of the thoughts of his heart was only evil continually.",15,5,141,1.0,0.0,0.0,  16:14-15  14:13-16  14:13-16  14:13-17  14:13-18  14
"
I 1908 og igen i 1909 var Luther en aktiv deltager i kampen mod den onde gudsdyrkelse,",".  Og det var Jehova, som så, at den onde gerning var stor på jorden, og at hver tanke i hans hjerte var ond hele tiden.<|endoftext|>","Da angrede HERREN, at han havde gjort Menneskene på Jorden, og det. skar ham i Hjertet.","Yahweh was sorry that he had made man on the earth, and it grieved him in his heart.",15,5,142,1.0,0.0,1.0," And the wickedness of the wickedness of man was great in the earth, and that every imagination of the thoughts of his heart was only evil continually.    And the wickedness of the wickedness of man was great in the earth, and that every imagination of the thoughts of his heart was only evil continually.    And the"
" Og han kom til jorden som en tysker, til sit eget land, og han så, at det var en rig mand, og han blev her",    7. Dansk: Alle restauranter i Albufeira Restauranter i nærheden af Hotel Rurale  Engelsk: All Albufeira Restaurants Restaurants near Hotel Rurale    8. Dansk: Flyrejser til Grosvenor Park  Engelsk: Flights to Grosvenor Park    9. Dansk: I denne,"Da angrede HERREN, at han havde gjort Menneskene på Jorden, og det. skar ham i Hjertet.","Yahweh was sorry that he had made man on the earth, and it grieved him in his heart.",15,5,142,1.0,0.0,1.0,.<|endoftext|>
" Men Jesus, som blev vred; han sagde til ham:
""Tag dig ikke nær af mig!
Bud mig dog ikke at tage mig"," He had set signet ring upon signet ring, and he had sat it fast, and had set denomination on denomination.  16.25  28.15  28.15  28.15  28.15  28.15  28.15  28.","Og HERREN sagde: ""Jeg vil udslette Menneskene, som jeg har skabt, af Jordens Flade, både Mennesker, Kvæg, Kryb og Himmelens, Fugle, thi jeg angrer, at jeg gjorde dem!""","Yahweh said, ""I will destroy man whom I have created from the surface of the ground; man, along with animals, creeping things, and birds of the sky; for I am sorry that I have made them.""",15,5,143,1.0,1.0,0.0," 26 And God spoke to him, saying, 27 ""You are a god who has made man on the earth, and he has made a man. 28 Therefore, when the earth was formed, it was created by a god. 29 But when the earth was created, it was created by man. 30 But when man was"
". Derfor er det en så stor bedrift for mig at skrive en novelle om det her så kendte, så kendte menneske.<|endoftext|>",.<|endoftext|>,"Og HERREN sagde: ""Jeg vil udslette Menneskene, som jeg har skabt, af Jordens Flade, både Mennesker, Kvæg, Kryb og Himmelens, Fugle, thi jeg angrer, at jeg gjorde dem!""","Yahweh said, ""I will destroy man whom I have created from the surface of the ground; man, along with animals, creeping things, and birds of the sky; for I am sorry that I have made them.""",15,5,143,1.0,0.76,0.01," He said, ""The Lord God has made me. I am a human being, and I am human. I have no part in this. I am not a human being. I am a human being. I am not a human being. I am a human being.""  And he said to his father, ""Dad, do not go away. Take me with"
"
11:8 Men der kom en stor oversvømmelse. Det blev mørk over alt. Folket hørte den og fulgte derefter alle de profeter,","  17Og Gud sagde til ham: ""Jeg vil ødelægge den mand, som jeg har skabt, fra jordens overflade; den mand, sammen med dyrene, krypende ting og fugle på himlen; thi jeg er ked af, at jeg har gjort dem.""",Men Noa fandt Nåde for HERRENs Øjne,But Noah found favor in Yahweh's eyes.,15,5,144,1.0,0.0,1.0,"        ""And if you have made them you have not made them by your own hands; you have made them by the hand of the Lord your God.""        ""And if you have made them you have not made them by your"
" Da de sagde til hinanden: ""Ja, Herre, vi har også syndet,"" sagde Herren til Moses: ""for at I skal få evigt liv","""  Og han sagde: »Jeg vil udslette det menneske, som jeg har skabt af jordens overflade, mennesket, der kryber, dyrene og fuglene på himlen, for jeg er ked af, at jeg har gjort det.<|endoftext|>",Men Noa fandt Nåde for HERRENs Øjne,But Noah found favor in Yahweh's eyes.,15,5,144,1.0,0.0,1.0," 15Then he said, ""this is the time when the Lord will destroy all the wicked, and all the wicked in the earth."" 16And the Lord said to him, ""let me bring the children of Israel to the house of the"
": »Lad mig, din tjener! advare eder i alle ting, som de gør imod eder!« Derfor skal du frygte, og",  13. Det er en god idé at få nogle ekstra penge. ->  It is a good idea to get some extra money.  14. Så er det ikke nemt at være studerende. ->  It is not easy being a student.  15. Den nye version er endnu ikke tilgængelig for iOS. ->  The new version is not yet available for iOS.  16. Det er altid en god,"Dette er Noas Slægtebog. Noa var en retfærdig, ustraffelig Mand blandt sine samtidige; Noa vandrede med Gud.","This is the history of the generations of Noah. Noah was a righteous man, blameless among the people of his time. Noah walked with God.",15,5,145,1.0,0.0,1.0,"  And the angel of the Lord said to him, ""Behold, I am with you all the days of your life, and you shall not be put to death.""  But the Lord said to him, ""Do not be afraid, for I am with you.""  And the angel of the Lord said to him, ""Behold, I am with you all the days of your life, and you shall not be"
