danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse,danish_prompt_label,danish_prompt_score,english_prompt_label,english_prompt_score
"
Humanismens grundide lyder på at alle mennesker er født med samme kapacitet, vi er skabt til en række opgaver i verden, heriblandt at",.    <|endoftext|>,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,11,2,0,dan,1.0,smn,1.0
"
engelsk: When I first heard the story I knew it was a prophet, who was going to the heavens and earth.
16","    6. - Jeg tror, at vi har brug for lidt mere tid. ->  I think we need a little more time.    7. - Det er en meget stærk og stærk film. ->  It is a very strong and strong movie.    8. Men også i en tid, hvor verden er forandret. ->  In a time where the world is changing.    9. Og jeg kan godt lide","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,12,2,0,eng,1.0,dan,1.0
" Men efter at have gået og set sin himmel lavet af støv og sand, fik Han en opgave at gøre i jorden. Efter at have besejret","   Shawna: So there are no physical objects?  Torbjørn: No, there are no physical objects.   Shawna: But are there physical objects?  Torbjørn: Yes, but they are not physical objects.  Shawna: But are there physical objects?  Torbjørn: No, there are no physical objects.  Shawna: But are there physical objects?  Torbjørn:","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,13,2,0,dan,1.0,eng,1.0
" Men i en anden bog, skrevet af en ung mand og aflagt i 1323, beskrives jord og himmel således, at det giver","    Det er vigtigt at få det rigtige udstyr til din hund, da det er med til at gøre det nemmere at træne og holde hunden i form. ->  It's important to get the right equipment for your dog as it helps make it easier to train and keep your dog in shape.    Der er 292.000 mennesker, der arbejder i dag, og mange af dem kommer fra lande som Iran","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,14,2,0,dan,1.0,dan,1.0
" Han var en mand, der ikke bare var tilgivende, han var også barmhjertig, vred og krævende. Hans øjne blev set af",.<|endoftext|>,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,15,2,0,dan,1.0,eng,0.76
.<|endoftext|>,                                                                                                                                                                                ,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,16,2,0,eng,0.76,smj,1.0
" -> First God formed the ground and the sky.

6. Det er da fantastisk med det samme der ryger en kommentar herinde. -> I am","    11. Danish: Og jeg ved, at han er en stor mand.  English: I know that he is a great man.    12. Danish: Jeg tror, at vi vil være nødt til at komme videre fra dette.""  English: I think we'll have to move on from this.""    13. Danish: Du har ret i, at det ikke var det bedste valg.  ","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,17,2,0,dan,1.0,dan,1.0
"
2. 24 1601 61a 62a 66 og 67c. Edd","    6. dansk: Vi har et stort udvalg af høj kvalitet og billige modeller.  engelsk: We have a large selection of high quality and cheap models.    7. dansk: I de næste par dage vil jeg give dig nogle gode råd til, hvordan du kan forbedre din søvn.  engelsk: In the next few days, I will give you some good advice on how to improve your sleep.    8. dansk","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,18,2,0,isl,0.69,dan,1.0
" Gud havde brug for jorden og himlen til at skabe liv, at lade liv komme op af jorden og at skabe liv i himlen.
Gud ville så"," God created everything, including the sun and moon, and God created the earth and the sky. God created the sky and the earth, and God created the sun and the moon. God created the heavens and the earth. God created the sky and the earth. God created the sun and the moon. God created the heavens and the earth. God created the sky and the earth. God created the sun and the moon. God created","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,19,2,0,dan,1.0,eng,1.0
"
Svaret er, at vi blev til.
Og ved hjælp af Gud skabte vi stjerner.
Hvis vi virkelig forstår Gud.
Som det","    12. norsk: Jeg er en voksen kvinne, og jeg er redd.  engelsk: I am an adult woman and I'm afraid.    13. norsk: Dette er en viktig del av vår kulturarv.  engelsk: This is an important part of our heritage.    14. norsk: Dette er ikke et spørsmål om å være rik eller fattig.  engelsk: This is not a matter of","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,20,2,0,dan,1.0,nob,0.99
".
en: The first time God created the sky and the earth.<|endoftext|>",    2. norsk: Dette var ikke min skyld.  engelsk: This was not my fault.    3. norsk: - Det var ikke noe vi ønsket å gjøre.  engelsk: That was not something we wanted to do.    4. norsk: Så hvorfor ikke gi deg selv litt ekstra oppmerksomhet?  engelsk: Why not give yourself some extra attention?    5. norsk: 11.3.,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,21,2,0,eng,1.0,nob,1.0
" I den første kristne tid, var det en gud der gav sit navn ved navn til himlen og som gik ved siden af og gjorde det muligt at der",".    A:    I'm going to go with the 3-D version:    The Earth is the center of the Universe, the Sun is the center of the Sun, and the Moon is the center of the Moon.    The Moon is the center of the Sun.    The Sun is the center of the Earth.    The Earth is the center of the Universe.    <|endoftext|>","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,22,2,0,dan,1.0,eng,1.0
"

15. Engelsk: It depends on whether we see this as a good practice or a sinful act.
Dansk: Det handler om","    ""And God created the heavens and the earth and all that is in them, and they were the heavens, and the earth, and all that is in them; and God created the heavens and the earth and all that is in them.""    (Koran 4:25) ""And God created the heavens and the earth and all that is in them, and they were the heavens,","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,23,2,0,eng,1.0,eng,1.0
"
engelsk: In Genesis, the creation of the sky and earth, of the earth and the human body were conceived.
dansk: Hvorfor er det","    svenska: De är inte så enkla som du tror.  engelska: They aren't as simple as you think.    svenska: Om du är en av dem, kommer du att bli imponerad av det här.  engelska: If you are one of them, you will be impressed by this.    svenska: ""Jag är glad att vi har nått denna punkt i vår resa.  engelska: ""I'm","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,0,5,0,eng,1.0,swe,1.0
.<|endoftext|>,                                                                                                                                                                                ,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,1,5,0,eng,0.76,smj,1.0
"

""Jeg kan ikke huske at Gud nogen sinde har givet mig nogle af disse ting. ->
""Jeg husker ikke engang, at Gud",    12. Norsk: Det er det jeg liker med denne boken.  Engelsk: That is what I like about this book.    13. Norsk: Er det en av de beste?  Engelsk: Is it one of the best?    14. Norsk: Det er viktig å forstå at ikke alle kvinner er like.  Engelsk: It's important to remember that not all women are the same.,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,2,5,0,dan,1.0,nob,0.97
"
Teksten blev sendt til Johannes af Korset. Læs det her.
Det følgende år på latin skrev Johannesevangeliet kapitel "," But that is not true. God created the heavens and the earth.    ""God created the heavens and the earth.""    It's a joke but it makes sense to me.                                                                                              ","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,3,5,0,dan,1.0,eng,1.0
" Jeg så de første mennesker, og jeg så en lyssky og vredt mand med et sværd. Senere gik jeg til ham, og han bed","    dansk: Jeg har haft 2 af dem og er meget glad for dem.  engelsk: I have had two and am very happy with them.    dansk: Det er en meget vigtig og vigtig sag, og jeg vil gerne være med til at sætte dagsordenen for den.  engelsk: This is a very important and important matter and I want to be part of setting the agenda.    dansk: Vi vil også gerne","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,4,5,0,dan,1.0,dan,1.0
"

Det er bare å gå inn i en butikk og kjøpe noe. -> Gå ind i en butik og køb noget.

Men, vi","  The first three stories in the Bible are about the creation of the heavens and the earth, and the fourth story, ""The Holy Spirit"", is about the Holy Spirit. This story is a combination of a biblical story and a Christian story, as the two stories are intertwined. The stories are told in the first person. The stories are set in the Old Testament. The story of Genesis is about a man and his","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,5,5,0,nob,1.0,eng,1.0
" 9. Det er da også disse samme tre egenskaber, som vi ser i Bibelen. Der står ikke i teksten i nogle punkter, at Gud vil",     But the Bible is full of stories about angels and humans. I wouldn't be surprised if you were telling me that the angels and humans are just different races.  Murat: The angels are the same as the human race.     The humans are not.     That's because the angels are the same as the human race.     There are no humans.    The angels,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,6,5,0,dan,0.99,eng,1.0
"
english: God began with creation of the earth and sky.

danish: I stedet skal vi se på de mange ting, vi ikke",. ->  engelsk<|endoftext|>,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,7,5,0,eng,0.73,smn,0.99
" I anden blev der skabt en ny himmel og en ny jord; men ved slutningen var jorden, himlen og stjernerne skabt. Nu er himlen lavet af"," The earth is the center of the universe, the center of all matter. The earth is the center of the universe. The earth is the center of the universe. The earth is the center of the universe. The earth is the center of the universe. The earth is the center of the universe. The earth is the center of the universe. The earth is the center of the universe. The earth is the center of the universe. The","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,8,5,0,dan,1.0,eng,1.0
" Det er det samme her i livet. Gud skabte himlen og jorden, så menneskene kunne bo på dem. Og i det øjeblik en af os var d",".     So how would you explain this?  Torkil: The universe is just a big giant box of shit.     The universe is a big, big mess, full of shit, and full of shit.     Everything is just a bunch of shit.     Everything is just a mess.<|endoftext|>","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,9,5,0,dan,1.0,eng,1.0
 I sin åndelige natur er den den førstefødte. På den måde har mennesket et medfødt talent for åndelige ting eller åndens tjeneste og får," God created the heavens and the earth and everything else in the universe. But when it was time to eat the fruit of the tree of knowledge, he sent a spirit down to eat it, and God said, ""No, no, you are not worthy to eat the fruit of the tree of knowledge. For you have not believed in what I have said to you."" But the spirit of God sent down to eat the fruit of the","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,10,5,0,dan,1.0,eng,1.0
"
Men det var på grund af en stærk åndedræts-teknik, at han (Abraham) satte gang i skabelsen.
For","  Dansk: Og det er den Gud, som skabte himlen og jorden.    Engelsk: The answer is that it is not.  Dansk: Svaret er, at det ikke er det.    Engelsk: 11.3.1.1.1.1 The Company's right to acquire and/or sell securities is limited to 20% of the capital of the Company.  Dansk: 1","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,11,5,0,dan,1.0,eng,0.86
.<|endoftext|>,".     Its a very logical thing to do and it also gives a good sense of what the universe is.     So how does this make you feel?  Abbie: I don't think it's a logical thing to do, because I'm not sure why.<|endoftext|>","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,12,5,0,eng,0.76,eng,1.0
"

I am 18 years old, but I want to say to you all that I'm a male friend and not your parents.","    6. Dansk: I øjeblikket er der ingen, der er i tvivl om, at det er den bedste måde at spille blackjack på.  Engelsk: There's currently no doubt that this is the best way to play blackjack.    7. Dansk: Der er også andre fordele ved at bruge en online-konto.  Engelsk: There are other advantages to using an online account.    8. Dansk: Det er","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,13,5,0,eng,1.0,dan,1.0
" I de første år udviklede engle sig med et stærkt magtbegær og fik et nyt ord.
Da de først fik styr på dette ord og",.<|endoftext|>,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,14,5,0,dan,1.0,eng,0.76
"
I dag kan nogle muslimer dog ikke tro på det, og derfor kræver nogle lande, at staten skal indlede en dialog med muslimerne, og",.  20 Og Gud skabte i begyndelsen himlen og jorden.<|endoftext|>,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,15,5,0,dan,1.0,dan,1.0
.<|endoftext|>," ->  Og det var første gang i historien, at en gud skabte himmel og jord.    I think the only thing I can say is, ""Well, I'm sorry, but it's too late."" ->  Jeg tror, det eneste jeg kan sige, er, ""Nå, jeg er ked af det, men det er for sent.""    The study of the relationship between the human body and the mind is","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,16,5,0,eng,0.76,dan,0.87
"
I første kapitel i Skabelsesberetningen kan vi se hvordan vandet ved Guds føde blev til og blev til jorden. Det vand som blev","    Men det er ikke alle der forstår det. ->  However, not everyone understands it.    ""Mit første indtryk var, at det var noget, jeg ville være nødt til at gøre. ->  ""My first impression was that it was something I had to do.    I 1979 blev der gennemført en undersøgelse af 2500 unge, der var vokset op i et af de gamle","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,17,5,0,dan,1.0,dan,1.0
 På Jorden er det jorden og himlen. I begyndelsen skabte himmelegnen og jorden sig selv. Jorden er et godt eksempel på det. Så var den,".     You can see it in the bible.  Glen: If I don't have to explain, why would I have to explain?<|endoftext|>","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,18,5,0,dan,1.0,eng,1.0
" Og selv da den gamle Gud skabte himlen og jorden gjorde Ham ikke noget, fordi Han var Gud. 
Men når der er krig, så vil",".    The point of the argument is to show that the argument is flawed.    It's a simple point, but it's still flawed.    It's a good argument, but it's still flawed.    I'm just tired of hearing it.<|endoftext|>","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,19,5,0,dan,1.0,eng,1.0
" -> When you first saw the heaven and the earth, what created the world and the heavens?
4. ""Vi er en international organisation med",.<|endoftext|>,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,20,5,0,eng,1.0,eng,0.76
"

Danish: Jeg blev selv overrasket, da jeg var på vej hjem.
English: I was very surprised when we were on our way",    da: I dag er den kun 20 år gammel.  en: It is only 20 years old today.    da: Det er en helt anden måde at tale om verden på.  en: It's a different way to talk about the world.    da: Den blev senere til et museum.  en: It later became a museum.    da: Jeg kan ikke finde ud,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,21,5,0,dan,1.0,dan,1.0
" Og at de nu skal lade menneskerne få et andet syn på verden. Vi er ved at forene med andre religioner, da vi nu vil bruge","     The earth is not the center of the universe, it's the center of the universe.     The earth is the center of the universe, the earth is the center of the universe.     The earth is the center of the universe, the earth is the center of the universe.     The earth is the center of the universe, the earth is the center of the universe.     ","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,22,5,0,dan,1.0,eng,1.0
"
Engelsk: At first, heaven and earth were created; but in the beginning, God created them.

14. Dansk: Og når",". In this context, the earth is a ""substantial"" part of God. In this context, the earth is God's ""substantial"" part. In this context, God is the ""substantial"" part of the earth.    The term ""substantial"" in this context is not synonymous with ""substantial"" in any other context.     <|endoftext|>","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,23,5,0,eng,1.0,eng,1.0
" Og hvordan virker den der skaber alt det, som mennesker har udviklet at gøre?
Kost og sundhed er ikke altid nok på din krop. Med","  17 Then saith the Lord God, and saith, Behold ye, that ye may not enter the sanctuary of the Lord God, that ye may not enter the sanctuary of the Lord God, that ye may not enter the sanctuary of the Lord God, that ye may not enter the sanctuary of the Lord God, that ye may not enter the sanctuary of the Lord God, that ye may not enter","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,0,10,0,dan,1.0,eng,1.0
" ->
Against the great multitude of the multitude, Jesus showed a clear view, and showed a clear path, and it is the","    6. Engelska: 10 Best Hotels in Ningbo - Book on Hotels.com  Svenska: hotels.com - Tilboð og afsláttur á hótelgistingu.      7. Engelska: The 10 Best Hotels in Larnaca, Cyprus (with Pictures)  Svenska: Leitaðu að hótelum í Larnaca      8. Engelska: Hvenær vilt þú g","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,1,10,0,eng,1.0,isl,0.89
" Det hele startede ved verdens skabelse og udgydte sig over store, mange milliarder år. Jorden var ved sin fødsel et ubeskriveligt mørkt",    11. english: It is the largest town in the province.  swedish: Det är den största staden i provinsen.    12. english: The book is written by a very nice woman.  swedish: Boken är skriven av en mycket trevlig kvinna.      13. english: There are many possibilities for the guests.  swedish: Det er mange muligheter for gjestene.      ,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,2,10,0,dan,1.0,eng,0.98
" Han skabte alt i sin menneskelige bevidsthed.
Dette er blot et eksempel, men en god begyndelse for at lære lidt mere grundlæggende om Gud. Måske",    16. The heavens and the earth are two separate things.    17. The heavens and the earth are two separate things.    18. The heavens and the earth are two separate things.    19. The heavens and the earth are two separate things.    20. The heavens and the earth are two separate things.    21. The heavens,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,3,10,0,dan,1.0,eng,1.0
" Det er denne grundholdning, som må respekteres, ikke blot af andre, men også af de fremskridtsvenlige kræfter.
At de frem",.<|endoftext|>,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,4,10,0,dan,1.0,eng,0.76
"
I det gamle testamente i Bibelen står der at ""Der er fire ting som altid hører til himlen når englene taler – himmel, helvete, ar","    I think that this is just the start of the story. But I'm not sure.    EDIT:    I think the point was in the beginning that God created the heavens and the earth, and the earth created the heavens and the earth. God made the heavens and the earth and the earth created the heavens and the earth.    A:    God created the heavens and the","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,5,10,0,dan,0.99,eng,1.0
.<|endoftext|>,"    So,    He was the first god,    He was the first god,    He was the first god,    He was the first god,    He was the first god,    He was the first god,    He was the first god,    He was the first god,    He was the first gud,    He was the first gud,    He was","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,6,10,0,eng,0.76,eng,1.0
"
Og da solen gik ned, stod månen ned fra himlen. Og da jorden stod op, kom stjernerne frem, og himlen åbnede sig.
","    2. The first afhandling om dette emne, som blev fremsat af en gruppe forskere, der var involveret i en større undersøgelse af denne situation, er fra 1977. ->  The first paper, which was presented by a group of researchers involved in a large study of this situation, was in 1977.    3. På den måde kan du i stedet for at købe en ny,","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,7,10,0,dan,1.0,dan,1.0
"
Messias siger til Jesus: ""Morder, mands barn, du er den, der elsker mig mest. Du gør, som jeg",.<|endoftext|>,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,8,10,0,dan,1.0,eng,0.76
" Det var bare et spørgsmål om tid, før mennesket brugte begrebet Gud i overført betydning.

I middelalderen var der stort set ikke en eneste person"," He was a man of great power and great power of will. He created the world, and he created the heavens and the earth. He created everything, including everything on earth, including everything in the sky, including everything in the air. He created the universe, and he created everything. He created everything.    And he created everything.    And he created everything.    And he created everything.    He created","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,9,10,0,dan,0.93,eng,1.0
.<|endoftext|>,.<|endoftext|>,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,10,10,0,eng,0.76,eng,0.76
"
I en gammel tradition på mange sprog hedder det: 'Himmelgud og jordgud blev skabt af mennesker ved Guds hånd'. Dette er en helt","    Dansk: I dag er jeg 33 år, og jeg har det stadig sådan.  Engelsk: I am 33 years old and I still have this feeling.    Dansk: Der er mange der har set det, men det er ikke rigtigt.  Engelsk: There are a lot of people who have seen it, but it's not true.    Dansk: Jeg vil bare ikke have et liv med","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,11,10,0,dan,1.0,dan,1.0
" Gud har skabt alting, som vi ikke kender til, så derfor er det nødvendigt at have en forestilling eller forestilling om at alt dette eksisterede, som","    That's because the earth is not a thing. It's a thing that was created. It's not a thing that was created. It's a thing that is.    I don't know why the earth is a thing, but I don't know why the heavens are a thing. I'm not sure that's a thing.    But I'm not sure that","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,12,10,0,dan,1.0,eng,1.0
" Ved at betragte denne figur er det dog muligt at finde nogle forskelle. Den første forskel består i, at han henviser til skabelsen af himlene",.<|endoftext|>,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,13,10,0,dan,1.0,eng,0.76
 At Gud skabte sig selv kunne godt tyde på at Gud havde en grund og ikke bare skabte sig selv til at blive menneske. Man har nemlig i bib,.<|endoftext|>,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,14,10,0,dan,1.0,eng,0.76
 Men ved den sidste indførelse af en ny skabelsesekspedition kunne Gud se den store åbenbaring. Da så gud først havde åben,"    engelsk: Det er ikke kun det, der er forkert.  dansk: Det er ikke kun det, der er forkert.    dansk: Jeg har set 1000 billeder, men jeg kan ikke komme på 1000 billeder.  dansk: Jeg har set 1000 billeder, men jeg kan ikke komme på 1000 billeder.    dansk: Hvad er den største","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,15,10,0,dan,1.0,dan,1.0
"
Naturen skaber en ny himmel eller jord til enhver tid. Det er derfor naturen også skaber nye planter, dyr, urter mm.
Det er","    A:    Der er en del om dette, og det er ikke noget jeg har arbejdet med, men det kan bruges som en ide, og det er noget jeg kan bruge til at forbedre mig selv og min hjemmeside.    Den gode ide er at sætte en god ide op som et mål, så man er på den sikre side, og så er det ikke noget der skal være umuligt, at nå det mål, da","Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,16,10,0,dan,1.0,dan,1.0
"

English: ""I'm here with my parents, so the kids are with me.
Danish: ""Jeg er her med min",.<|endoftext|>,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,17,10,0,eng,1.0,eng,0.76
" Jeg forstår at Gud er et med verden, at han er fuldkommen tilgivende, barmhjertig, men jeg synes den er langsom.",                                                                                                                                                                                ,"Og Jorden var øde og tom, og der var Mørke over Verdensdybet. Men Guds Ånd svævede over Vandene.",Now the earth was formless and empty. Darkness was on the surface of the deep. God's Spirit was hovering over the surface of the waters.,18,10,0,dan,1.0,smj,1.0
